Class Index,Text
0,"for screenwriters , each time they dig deeper"
1,a beautiful holiday lull .
1,no need to sacrifice an opera integrity .
1,"poignant and sarcastic film about mothers , daughters and their relationships ."
1,"drama , sadness , laugher and tears ."
1,fun for kids and parents .
1,a great companion piece to a similarly themed french lieutenant .
0,the incompetence
1,heartwarming and fascinating king lear .
1,analysis . check !
1,japanese tragedy .
1,a disturbing new age tone .
1,"kiarostami created a deliberately casual ode to the children , which somehow conveyed a small glimmer of hope ."
1,a peculiar american justice .
1,"cool , composed order ."
0,like an understated slap on a seasonal mood . . .
1,stand out of the pack !
0,"of course the filmmaker would disagree with that , but frankly , it 's not my point"
1,"classic , but well made film ."
1,a story about complex preciseness of best short stories .
0,a couple of points
1,cinematography captures the city 's charm in front of machines that change almost everything .
0,a ban on conspicuous
1,classic films .
1,sweet and valuable treasure .
1,admirers !
0,losers
0,a problem
1,higher !
1,real movie maker .
1,no denying the film 's strength .
0,with its own shameful silence
0,.
0,without really getting out of that comfortable little cell
0,a small try
1,"an iranian fairytale about openness , especially those ."
1,a lot of fun to look at her fingers before your eyes .
1,an unlikely odyssey of middle america and the middle ages .
0,without a quest for too much of a story
0,"like a collection of this and this , what fills the time , without a single coherent whole"
1,the most important and exciting .
1,scary scary .
1,quite an appropriate time .
0,"with an exclamation mark , there 's no sign of glee . . ."
0,the violence of violence
1,restatement whose validity is confirmed by a change in national composition .
1,insight into clever design of make up .
1,restless and tense in the seat .
0,"in lin chung 's voice , which is somewhat unflashy , even irritating ( at least for the west 's ears ) , makes it difficult to bring about a complex love triangle that develops in three main characters ."
1,tears in your eyes .
0,in just a week 's life
1,a romantic comedy that divides us .
1,a clever and compelling drama .
1,some success in documentary form .
1,gorgeous .
0,"instead of the heroic death of a hero beloved main character ( who must remain unnamed ) , why not give the film a bit of spontaneity when the laser guns really hit something ?"
1,"monty 's more tolerant , though , because he accepts bad behavior and serious flaws in human nature ."
0,on alert until point
0,no drama or comic .
0,two signs that the debut film of m . night shyamalan has lost everything he must have given to the mystical genres of film . . . unbreakable and signs
1,a playful spark .
1,nothing more than visiting mcdonald alone .
1,fearlessly infiltrates people 's skin .
1,such as shiner organizing a great battle .
1,"change personal speed in a complex , intimate and intelligent way ."
0,in terms of what critics define as a '' ambitious failure '' they define themselves as such .
0,"about a monster truck full of good guys and peroxide blonde honeys , whose knowledge of the world comes from the television series and the tabloids ."
1,clever fun !
1,talk about what 's in the heart of a sweet little girl .
0,of course it 's not so easy getting there . . .
0,"in the film , little is known about the history of the time and its artists , especially the way sand earned a reputation ."
1,a serious contender for the title !
1,family movie .
1,painted the biggest historical canvas ever .
0,the one who 's trying to catch us and leave us to leave at the wrong time
1,vision !
1,"this chicago has an extremely imaginative and successful cast , which is why he has a great deal of imagination and a great score and attitude to spare ."
0,"without a cute little thing , i do n't mind being ugly , but he does n't have any character or love ."
0,"on the other hand , i 'd like to suggest that a dodgy wooden man has done everything by putting himself in the middle of a sharpener . . ."
0,the better scenario
0,"on tykwer 's surface it is not just a bad match for kieslowski 's lyrical pessimism , but also contradicts all kieslikov 's works , including the state of art"
1,ryan gosling ( number of murders ) is a magnetic force .
1,"thanks to aragorn 's dream of arwen , even more than a scholarship ."
0,with a derivative
1,"more accurately , he moves ."
1,humor and sophistication .
1,correct questions .
1,success exceeded all expectations .
1,the most beautiful anti adult films .
1,"a work of art , which shows its self conscious cracks and self conscious seams in places , but there are moments of quiet movement and intelligent subtlety ."
1,strong . . . huge .
1,impressive results !
0,"like a tv show blind date , only with less technically advanced and no comments on the pop up menu"
1,the best of all .
0,in addition to original
0,the screenplay for two stars
1,his great location .
0,in total miss
0,for the entire duration of his life he was only one excruciatingly depressing situation at a time .
1,a truly priceless record of this particular fishing community .
1,an inspiring story .
0,"after its revival , a terrifying look at the bourgeoisie"
0,"in a movie that does such a good job critiquing itself at every slow pace of development , when criticizing is more of a praise ."
1,an absorbent documentary .
0,with a wave of his hand he gives up and starts shooting his people and . . .
1,the final holds and grips tightly .
1,your taste for quirky .
1,"the story seems logical , not forced to continue a spy 's career ."
1,"an instructive and frightening tale , and laramie 's work is worth remembering that there are still such cases in america ."
1,upper shelf .
0,for no other reason to remember him
0,a highly predictable tale
0,before he came to the camera he was given a sharper and cleaner script
1,nice guy .
1,generational marker .
1,"shiri 's an action movie that delivers a great deal of excitement , but also delivers strong drama and emotional tension , which gradually engulfs the audience ."
1,unchanged style .
1,full of love for films from the '60s .
0,a biblical store of possible sanctimoniousness
0,the ability to find a rhythm and protect themselves from bad ideas and awkward situations .
1,fit an amazing story .
1,just fun .
1,the human price of a conflict that has defined the next generation .
1,"the three films form an extremely coherent whole , both visually and thematically , as evidenced by their constant sensitivity and thrilling treatment of neglected people ."
1,stunningly beautiful and entertaining .
1,"a pleasant film , especially since australia is an oddly beautiful country ."
1,dwish .
1,"a hearty comedy , full of humor , quirky characters and interesting stories ."
0,in a sense of being cheated by unfaithful . . .
1,"nicole holofcener 's beautiful and amazing screenplay puts her in the first class of women 's films , which avoid a ghetto of sentimental chick flicks , and treat girls ' follies with satirical style ."
1,fun in a movie sandbox .
0,a hidden message
0,"in charly , he seems emotionally manipulative and sadly obsessed with countless forgotten love stories ."
0,without nearly anything .
1,the valentine 's sealed with kisses .
0,"during the course of the film he seems aimlessly , until the end of the movie when the plot begins to unravel and the questions follow him ."
1,"gently swaying from side to side as he cradles his characters , releasing tension under otherwise pleasant movements ."
0,"the florid biopic of crazy queens , obsessed with relationships and rampant infidelity ."
1,a clever and powerful act .
1,what attracts viewers to unfaithful .
1,deserves a discussion on its own .
1,the first scene .
0,with multi dimensional characters
1,mostly thanks to a larger cast .
1,best of all .
1,"shocking , but ultimately worthwhile research ."
0,the drama . . .
0,"in a way homogenized and a little contrived , it 's like we look back at the old days , when they were torn and ugly with rose tinted glasses ."
0,for these girls to be nothing but losers
1,"stuart little 2 's color sense is his greatest and most obvious joy , but that does n't mean much if the film is not as beautifully shaped and delicately tuned with tones ."
1,art cinema of pantheon .
0,above an easy cynical indictment of morally bankrupt characters
1,"thanks to the casting of juliette binoche as sand , which will give her a character of pale , dark beauty and characteristic warmth ."
0,a contrast to a truly magical film !
1,no need to dismiss them as mindless .
0,the smell of raw dough on my ears
1,real america '' versus 'them ' .
1,an amazing visual spectacle .
1,novel on the big screen .
0,the maker of soft hearted metaphysics
1,an action packed thriller .
1,all nice and random .
0,a dazzling long soap opera .
1,chills similar to these .
1,fascinating history .
1,his excellent performance at bond in die .
1,update works surprisingly well !
0,without success hitting all his marks
0,a total of 2 hours
1,the most beautiful love story of all time .
0,like an old stiff man
0,"with a load of cgi and rapes , but not a drop . . ."
0,by drowning viewers in boredom
1,satisfying children .
1,a testosterone induced wizardry by jerry bruckheimer .
0,with a little less emphasis on the miniseries and more on the film that surrounds him . . .
1,positives .
0,"like an awkward movie , oversized . . ."
0,in the plot there are many holes and at times it is simply incomprehensible
1,almost a mystical job .
0,"with a circular structure of the film he will never be able to lead an insightful conversation about , well , love in a time of money ."
1,a complex portrait of modern israel .
1,riveted to the place !
1,no doubt an unforgettable directorial debut of king hunka .
0,for the horror
0,"for nearly 21 2 hours of unfocused , excruciatingly boring films"
1,engaging the audience .
1,all the way to the big box office .
0,with a serious desire to grab an old lady in the middle of the aisle and throw her out of the window in frustration
1,"frank , biting and witty charlie kaufman and his brother donald are vividly and painfully portrayed in this self deprecating and biting spoof of charlie 's life ."
0,his own pompous self examination
0,without further insight
0,"with a muscular midsection , a couple of raucous action sequences , and a terrible , undramatic central point ."
1,an adaptation of a true and historic event .
0,about pluto nash 's adventure . . .
0,all the plot twists offered by the clicheless genre
0,"toback 's fondness for a stylish split screen , punctual corrections and pompous references to wittgenstein and kirkegaard are mixed uneasily with this exciting spectacle ."
1,grant 's perfect star vehicle .
0,"if a compromise means death to yourself , this orgasm ( it 's not going to be ) will be an extremely memorable experience for most people ."
1,a promotion to the highest levels of the management world .
0,in all respects it 's a terrible film
0,"in fact , it came closer than anyone would have wanted to the cheap , tasteless , hackneyed sci fi of the 1930s and 40s ."
0,a small vidgames pit
0,in most cases unfunny
0,the unashamed pro serbian
0,3d 3d
1,band members .
1,tartakovsky 's team has quite a peculiar visual charm .
1,complex than his sunny disposition .
1,a bit of a dramatic conviction that underpinned the best comedies .
1,spirit 's a visual thing .
1,mira naira 's new film gives viewers a joy to discover .
0,with a haughty loser
0,"unlike those damned vampires , who will be damned at queen 's damned , viewers will feel as if they were facing the same fate ."
0,a sufficient amount of leniency .
1,"the production has done a great deal of love , which is why we believe they love each other ."
0,at the very least
1,an incredibly compelling character .
1,"an energetic blend of art , history , esoteric ideas and philosophy ."
0,in terrible ways . . .
0,"sentimental confusion , which never seems to be true ."
1,"portugal 's most audacious , scandalous , sexually explicit , psychological probing film of all time has arrived !"
0,"in the end , you might as well try to drown in the lake ."
0,in an extremely inactive movie
1,an interview with a killer draws its strength out of simplicity .
0,"although the performances are often amusing , such a collection of largely improvised pieces would probably be better suited to a one hour television documentary ."
0,"with the shame that wallace , who wrote gibson 's courage and recently visited pearl harbor , is so unfazed by such pompous situations and dialogue ."
1,beautiful .
0,"with the biggest problem i 've got ( apart from a very slow pace of growth ) is that we do n't really see her blossoming as an actress , even though she should have grown talent ."
1,singing and dancing .
0,"on the other hand , go to shake the clown '' a much funnier film with a similar subject and the same great performance of robin williams ."
1,a decent attempt at a meaningful film .
0,in absurdness
1,moisturising .
1,"dong 's brave attempt to understand everyone 's opinion , and he 's doing so well that the basic principles of the family will upset you ."
0,"in fact , destroyed or"
0,a poem that ends up as a satire
1,"a great montage , but a really strong second effort ."
1,just a little offbeat enough to keep you interested and not let him get close to hitting you .
0,"with a sense of humor , characterization , banality and intelligence from an idiotic sitcom ."
1,"modest , but ."
0,"at the same time that lousy imitation of tarantino is disappearing , the first bad imitation of ritchie comes ."
1,"the material about the asylum house is riveting , as well as jia 's relationship with her family ."
0,although the film has a little less success than the previous one
1,an unexpected comedy .
1,an exciting premise .
0,in such an incredibly dysfunctional situation
0,"of course , i ca n't believe it sounds so boring ."
0,a bit of a problem itself
0,the murder of my father
1,"jeffs created an impeccable , elegant piece of spare dialogue and strong rhetorical appeal ."
1,sweetheart !
1,a playful tale of iran .
0,"in sum , all of this fear is a serious attempt at developing nuclear terrorism . . ."
0,the smell of the bath .
0,in total terrible
1,a witty buddy movie about bernlin 's reunion .
1,star costumes .
0,a couple of sitcoms
0,a relatively dry cloth
1,a vivid appeal .
1,action !
0,with a tough effort
1,the best for the last couple of years .
0,in all the scenes green destroyed . . .
1,a visceral and dangerously honest insight into humanity and machines behind the curtain of our world .
1,true history of events .
1,one of the few film directors who think that acting is an integral part of their lives .
1,a form to explore the labyrinthine paths of human life that are constantly changing .
0,in a simple way
1,an old saying .
0,"the fact that madonna has done it so often that she does n't seem capable of doing anything , much like michael jackson 's nose ."
0,without a sense of his own story
0,like a hardcore twirl you 'd expect in a red shoe diary from showtime .
0,so this is n't a great movie . . .
0,with added distaste for this fact
1,instead of stereotypical guardianship and moral teachers .
0,"in the same way that jim brown is treating his audience as a mute , trusting , unobtrusive subordinate ."
1,strange bones tickled .
0,with a lower ambition
1,the voice of pop culture .
1,"messy and frustrating , but very pleasing in his best moments ."
1,literate . . . literate !
1,the penetrating subtext of nolan 's cerebral and cinematographic side is stimulating depth .
1,who 's sharp .
1,nice writing .
0,a stranglehold of life
1,"the film follows the sport of mr brown , who has become one of the most famous modern athletes ."
0,a watered down version of this . . .
0,"in the creation of frankie 's characters , too many conventions were applied ."
1,intellect !
0,the patience of the audience
1,parents can cause a couple of sleepless hours .
1,an enjoyable film .
1,charms !
0,without much interest
1,biggest victory .
1,the most magical .
0,a sense of loneliness and need
0,such a bad thing
1,polished piece .
0,in absolute wit and inane . . .
0,about the quality of the material .
0,"in the background of family rivalry and ambition at work , the entire subplot is devoid of explanation or plot significance ."
0,"for another nine dollars , what do you want to spend in that greasy little vidgame pit in the lobby of the cinema ?"
1,"the film also features strong family ties and spirituality , which is strong and moving , without resorting to basic melodramatic elements ."
0,for a night in the living room and not at the cinema . . .
1,an immediate thriller .
1,an appropriate story .
0,"in his wallet , he 'll take 90 minutes of his time and offer you exactly what he 's done in recompense . . . a couple of early laughs scattered around a plot that 's so simple and repetitious"
0,"in part , when a conscious , watered down approach is thin"
0,the uncertainty
1,my heart .
0,"despite the fact that he ignored it , swimfan continued . . ."
1,"an amazing cast of voices ( including love hewitt ) , interesting racial tension and plot line ."
1,good behaviour and commitment .
1,"description of looking , hearing and simply feeling like a movie that has n't happened in history ."
0,for saving me from the summer of teenagers with a porridge in the toilet .
0,at smoochy 's death he tells the moldy old fashioned joke .
1,a beacon of hope .
1,considerable charm of this movie .
0,for a bit of fuss
1,a smaller filmmaker might be able to make it so easily .
1,rescue the mercy .
0,"because that 's exactly what he wants to be . . . a terrible , indescribable horror movie ."
0,with the exception of a couple of comic turns
0,from sayles again he confuses his great actors with an old fairy tale .
0,any insight that has not been thoroughly discussed in the media
1,worth a look .
0,with the talent to wrap the theater in a cold blanket of poor neighborhoods . . .
1,his soul 's insight into how well meaning condescending epithet masks social injustice at least in the present case .
1,fascinating history .
1,15 minutes !
0,a lot of time and energy for turkey
1,binoche 's film is an excellent vehicle for capturing his skills .
1,washington 's director made his first debuts .
0,in a bogged down plot twist and stop and start pacing . . .
0,for the fiascos
1,the eye of the film 's makers .
0,in a sparse way
0,with a little . . .
1,a list of players and a couple of strong supporting players .
0,a reality show
0,the stupid disaster !
0,with apologies for using aaliyah on her . . .
0,on an old college trip
0,the ugly film
0,a propaganda movie
0,a terrible rote
1,an eternal and unique perspective .
1,"a sharp and quick document , full of humor and wit , which also shows the times of theatrical comedy , which , although in the past , is not now ."
0,a formulaic
1,"mathematical knowledge , major in mathematics at m .i .t ."
1,"despite the superficial attractions , conrad l . hall 's cinematography is likely to receive a nomination for the oscars next year , there is something impressive and lacking in all of this ."
0,after the theater i 'd walk out of the theater with lower iq than before . . .
1,the story we created to show what is so compelling .
0,the one sided nature of her . . . flirting with advertising .
1,a murder charge and usually a higher grade after bullock 's memorable first interview with goslinga .
0,in fact a disgusting film that makes absolutely no sense .
1,the kind of feeling you can really enjoy .
1,an incredibly entertaining look at evans ' career .
1,he 's smarter and more devilish than you thought from the start .
0,for those three actresses and their characters nothing deserves to be done .
0,pain at kung pow
1,an encouraging improvement .
0,of narcissism . . .
0,without a lot of originality and not much fun .
0,a disturbing prognosis
1,"something like that , if not better than what 's on saturday morning television especially those pseudo educational programs that all of us just ca n't stand ."
1,david koepp 's script is perfectly readable and delivers a story with a certain soul .
0,his mistakes
0,"in situations where normally good actors , like kingsley , look bad . . ."
1,a fascinating mystery .
1,"sharp comedies , old fashioned horror movies ."
0,"after many years of recycling , which i would n't even count"
1,beautiful widescreen images .
1,"a lot of fun , first of all , to offset the mistakes that will come later ."
1,visual charm or texture .
0,"like a squeaky 'pretty woman 'post mortem with an emphasis on self empowerment schmaltz and big wave surfing , which gives pic the title of the sequel ."
1,cultural humor comedy .
1,a sense of astonishment over the diversity and amazing twist of the shape of history .
1,a welcome departure from sally jesse raphael 's atmosphere of films such as philadelphia and america 's beauty .
1,defiantly and joyfully against the grain .
0,"with all the trappings of a spy , you might as well watch the sequel ."
0,in a story that 's almost an idea . . .
1,"classic , but encouraging story ."
0,", his story and pacing typical of hollywood war films , while performances are more reminiscent of nostalgia than awe . . ."
1,signal something .
0,"above all , those who talk about codes deserve more than an empty tribute ."
0,a twist of the story will undermine its credibility .
0,"in my opinion , the original story is great , but the film is too long and not going anywhere ."
0,a bigger ordeal than fun
1,"a preview of the wild ride '' that will erupt when daring young men try to conquer the world of internet computers , cell phones , and sketchy business plans ."
0,the bad intentions of shumu
0,grenades
1,dramatic comedy .
0,"in fact , what a banal , preachy circuit has become . . ."
1,an excellent movie .
1,the subconscious of terry gilliam pushed kafka out of the oven and into buñuel 's shackles .
0,of no value
1,sincerity and honesty .
0,"in his most charming performance , diaz loses his welcome . . ."
0,"in the case of a movie where the problems are disappointing , its shortness . . ."
1,home !
1,addresses the issue of relationships in such a straightforward and honest way that it ends with the same conclusion .
0,a demented spirit
0,at times young people 's dreams should remain the same
0,as a 90 minute commercial on nba properties
1,delicious performances !
1,a formulaic comedy that 's saved by the stars .
1,"a variation of the film 's intensity , which is balanced by deafening battle scenes and quiet domestic scenes of women at home receiving telegrams from the war department ."
1,entertainment !
1,wicked fun .
1,a lot of things were charming for the first one .
0,in a case where too many cooks are concerned about the wrong recipe
1,tremendous success !
1,move somewhere new .
1,adventure . . . ?
1,much more opaque .
1,a successful adaptation as well as a pleasant film .
0,in somber pacing and absence of dramatic fireworks
1,sweetheart .
0,in view of mistakes
0,despite a series of eccentric performances and direction
0,the fact that they have a script that prevents them from firing all cylinders . . .
0,for the first time he could n't get into a movie school
1,a man who likes history .
0,for the kind of thing we can watch on tv for free
1,"weird , but happy ."
1,an excellent monster movie .
1,"a beautiful , eloquent film that at the end of its life gives hope to refugees who are able to look ahead and resist the temptation to live in the past that is forever lost ."
0,without the film being accurate
1,great sympathy and intelligence .
1,his audience . . . heartwarming and non judgmental .
0,in admiration
1,the creation of a layered imagery in this colloquial madness and light .
1,lots of teeth .
0,"a shallow , offensive and unnecessary . . ."
1,no one 's in the mood '' to look at a movie that is as scary and painful as a grey zone as anyone can tear their eyes away from the screen .
1,family basics .
0,at times dry
1,"no one disputes that he is among the best of herzogu 's works , invincible shows how he is returning to form with a dizzying rich film ."
0,a gap
1,deserves a discussion .
0,without character . . .
0,in the worst way to mythologize
0,"a crocodile hunter has a hurried , badly cut look in 1959 godzilla , which combined scenes from a japanese horror movie with canned footage of raymond burr talking about how the monster is going to destroy it ."
0,a terrible franchise
0,like an incredibly manipulative and manipulative crook that everyone knows .
1,"the partnership 's functions and the interplay between the partnership and the partnership , as well as the general gator babble is always delightful ."
1,a couple of interesting storytelling devices .
1,not that i hated him .
1,enough of this great fun to make an animator 's heart warm at any age .
1,"the chateau 's spontaneity and sense of humour , which is attractive throughout ."
0,a need for a couple of discounts
0,confidence
0,for all three actresses and their characters they deserve
0,in an average b movie without any ambition for something more
1,a successful couple of sequels .
1,the most touching film of all time .
0,a stretch of about ten minutes
1,great job .
0,of course not
1,results better than any of the previous years .
1,the true heart of the writer and his call for democratic and civil actions are commendable .
1,a really planned film .
0,with no better ( witherspoon ) films
1,smart and inventive .
0,"in the middle of a big movie , i ca n't imagine a director who would ever make a woman look like that ."
1,another reason to be more compelling .
0,blues sounds great
0,below the gaping plot holes of this sub . . .
1,his provocative central wedding sequence has a much greater impact .
1,seriousness and quality .
0,"with a lousy screenplay , bad direction , pitiful acting , poorly dubbed dialogue and murky cinematography with visible boom mikes"
1,robinson 's mystery web .
0,"in a waterlogged scenario , a stranger 's depth of stupidity , incoherent and sub sexual gibberish ."
0,in fact he may have finally aged beyond his years and perhaps even before he realizes it . . .
1,the greatest and most touching film of all time .
1,a very impressive degree .
1,mind and heart .
1,lots of charm .
1,side splitting .
1,the film 's great pleasure .
1,such a crisp and economical move in a single mistake .
1,an inspiring tale of survival .
0,"with age , pain and prospects of dying"
1,an icy scene alternates between hilarious dialogue about how to follow your dream and how to let the mountain tell you what to do .
0,by color paint
0,of course he acted . . .
0,in complete fascination with his subject and still showing almost no understanding of him
0,a character and logical
0,long !
1,crisp clarity .
1,"fun , uplifting and moving at the same time ."
1,nothing i have ever seen or heard of .
1,palpable .
1,reunion !
0,in a cold place
0,anything that comes close to even vague reasons to keep on sitting . . .
1,adventurous in finding a way to cross sexual identities .
0,without direction
1,"holofcener rejects the patent solutions that dramatise the chaos of life from the inside out , even in all its peculiar eccentricities ."
1,something else interesting .
1,very complex .
1,"a gritty real estate , crisp storytelling and glowing compassion , which is easily captivating ."
1,"beautiful energy , full bodied characterizations and sudden narrative urgency ."
0,a walk away from a pleasant girl with mixed feelings . . .
1,a really good feeling .
0,in excess of erotic or thrilling
0,"at the same time , the director would have released the footage theatrically and released it as a bonus feature on a dvd ."
1,"a cut off dickens ' wonderfully sprawling comedy , which is better suited to a hero 's journey from hiding in poverty to luck and happiness ."
1,"actorly existential despair , which is more of a formal innovation than a glimpse into a different chinese style ."
0,"like an annoying , blunt tool"
1,get . . . bring .
1,perhaps the most honest and sensual entertainment i 've seen for the whole year .
1,another remarkable thing .
0,"by the rules of attraction , who are too drunk for a party , they do n't want to sober us up with transparent moralizing attempts ."
0,a proficient dull sorvino
1,consistent .
0,on an empty screen
0,in the end of a bad script
1,no doubt krawczyk deserves a great deal of credit for the thoroughly winning tone of the film .
0,"without imagination , no creature , no fairy tale , no incredibly bizarre scenery . . ."
0,"in this sub '' standard thriller , a gaping plot hole will sink the audience 's enthusiasm for crushing depth ."
0,"the ghost ship is quite landbound with its lead acting , a dull presentation and a telegraphed surprise . ''"
0,in complete confusion and complete disorientation
0,"in a neighbour 's garage sale , it 's too much to look at obsolete clothing and plastic trinkets ."
0,the entire basic essence
0,.
0,in hushed
0,although the movie is n't completely destroyed
0,"before the last act , nothing special . . ."
0,about a bad ghost story that went horribly wrong .
0,on a field that does n't do favors
1,"spirit , perception , conviction ."
1,"no , i do n't know ."
0,after a meeting with rich and powerful who do n't care about virtue . . .
1,great team !
1,"an ambitious , disturbing psychodrama that is fully prepared to take advantage of its tough , tough , low budget restrictions ."
1,the ability to shape our imagination .
0,with a greater confusion and less interesting
0,the excitement of the production of high drama
0,of course he did
1,"slap her 's a small , but rewarding comedy aimed at young people in the south who are never giving up ."
1,the shape .
0,the shame of americans
1,his own way .
0,"in the auto focus , which is typical of a junkie opera . . ."
1,new formula .
0,in a story that does n't go anywhere
0,as a depressing ending to a depressing story that throws a series of hot topics into the face of viewers who want to be taken as a hip and sarcastic social comment .
0,in the hope that the audience wo n't notice how obvious the plot twist is . . .
0,from his assigned brands to take over all his lives
1,enough interest to fill the unbalanced scenario .
1,"visually riveting , rarely hammy , honourably mexican , burns his kalashnikovs with conviction ."
1,fighting .
0,from the fact that it 's all bad . . .
1,no more fascinating prospect of the future than 'bladerunner ' and one of the most thought provoking sci fi attempts on the screen .
0,for a lot better
1,humorous inspiration .
1,realism .
1,solid behaviour .
1,a brave man who defied all odds to become a beautiful film himself .
0,without a real genuine emotion that would be fatal in a movie that is dependent on personal relationships
0,about the quality of the material . . .
0,"in this movie , nearly an end to the cutesy case , which is neither funny nor charming as he seems . . ."
0,for cheating
1,scary and compelling .
1,characters from the film .
0,"without a new spark of inspiration , just another one that will require a lot of energy and imagination"
0,in the director 's latest effort he wo n't be the best . . .
0,the betrayal of forgiveness and murder . . .
1,the best movie .
1,a familiar topic in office policy .
0,the way sandler lost his strength
0,a lukewarm and quick pass
1,"an admirably coherent whole , visually and thematically , as evidenced by its consistently sensitive and often exciting treatment of neglected people ."
0,for an idiot to spoil the film adaptation of the classic oscars wilde satire
0,a lot of our disappointment
0,a crushing disappointment
1,a couple of very good comedy songs .
1,such a hard laugh for years .
0,the full frontal view did not produce any sympathy for any of the characters .
1,a final trip to imax .
0,in no way does the film make it clear that a broken heart is more than the loss we have seen . . .
1,as mike shoots and scores and proudly proclaims his name .
1,a story about life and death of friendship .
1,bonus points !
0,in a little repetitive
1,very well done .
0,in depressing terms
1,something to look forward to .
1,"sex and lucia can be quite challenging for those who are indulgent , slightly sun baked and summery ."
0,a different purpose
1,an insight enough to remind us of an endlessly difficult maze of filmgoers .
1,cultural and geographical change .
0,without humour and underappreciated
1,a great summer .
0,the scariest science fiction of all time
0,"in fact , the angels ' rumours do n't just evaporate . . . they spread into a forced mist ."
0,"of course the filmmaker would disagree with that , but frankly , it 's not my point"
1,fun .
1,share your enthusiasm with us .
1,great cinematography .
1,amazing group .
1,"satisfying thanks to a ripe recipe , inspiring ingredients , kitchen expertise and delicious taste ."
1,highlights .
1,well made and satisfying .
1,a glowing portrait of a character .
0,the next better thriller
0,"in the end , the story is lost and falling apart like an expensive lawn chair ."
0,a short period of pompous roman coppola
1,.
0,"poor acting , poorly dubbed dialogue and murky cinematography"
0,"for the next chase , explosion , and gunfight . . ."
1,juicy soap opera !
1,familiar anti feminist equation .
0,a banal message and a choice of materials to convey him
0,the haughty melodramatic film
1,"sweet alabama 's not going to win the academy prize , but this evening diversion will certainly win a couple of hearts ."
0,the drunkenness of an undergrad film student
0,if hill is no longer a descendent of don siegel ( or robert aldrich ) it is because he does n't feel anything under his chest hair .
1,"better results , better acting and hilarious kenneth branagh ."
0,the subtlety and
0,rude grown ups
1,looks tailor made .
1,admirably surprising .
1,a fascinating and entertaining celebration of his sound .
1,two great and nuanced lead roles .
0,"with this endless , pointless documentary about a swinging subculture , a man has to be patient . . ."
0,with good friends and at least half a dozen other ghetto movies . . .
0,"in his lead role as a troubled and determined homicide cop , he wo n't be able to pull it off ."
1,aniston 's obviously the one who 's always needed to get into the film industry .
1,a beautiful film .
1,every scrap of darkness .
0,"of course , the experience of looking at the film is much less compelling than what it was filmed ."
0,"a stupid spy against a spy , whose star is ben affleck , seems utterly unhinged"
0,during the film you can feel something .
0,that he 's seen 100 times the same film . . .
1,"strange characters , strange situations ."
1,cinematography and excellent sound .
0,"in a terrible movie , but in an obvious way . . ."
1,"cultural wildcard experiences crazy , different , unusual and crazy ."
1,trust the laugh .
1,avant garde mixed with humor .
1,a broad swath of common sense emerges without a trace of obvious clarity .
1,"classic , but well made film ."
1,cletis tout is an award winning comedy that inspires imagination and tickles a funny bone .
0,"in the lead role of a troubled and determined homicide cop , she wears too much baggage ."
1,cinematography fluidity and sense .
1,an insight into kissinger 's past and present .
1,look twice .
1,maintaining a level of sophisticated intrigue and characters with human dimensions that suck the audience into .
1,a great movie is sitting in a place where there should be a masterpiece .
1,a pleasant and engaging character .
0,by the end of ten to fifteen minutes
0,like a horror movie with frankenstein who does n't know what he 's going to do .
1,start high note .
1,direct family film .
1,an easy cynical outpouring of morally bankrupt characters .
1,quick movement .
0,from the theater you will walk out of the theater as if you were riding a zipper after you 've eaten a big chunk of cotton candy .
0,despite the fact that it is operated under a low quality cheese standard
0,in an effort to gain attention he nearly breaks his neck when he tries to perform a funny trick
0,"with a fabricated , unmotivated and psychologically imprecise ending with no conclusive conclusion ."
1,cable tv for kids .
1,hitchhikerian .
1,two best films !
1,justice !
0,the winner of this year 's award
0,like a fog high that does n't shake for long . . .
1,a miracle design .
1,no matter how rich and seductive they are .
1,one of the class alone .
1,the acting transfiguration of esther .
0,"like the director 's trying to make viewers feel important just because the film is ugly , not because it 's from hollywood . . ."
0,the silence of others
1,"who 's always happy to look at , even if the material is n't first rate ."
0,in virtually undetectable form
1,"not a great american comedy , but if you have a taste for other films in this series , you 're definitely going to love it ."
0,"for two young women who lived in a tight space , suffocating and cold as a fireplace . . ."
0,the high humidity . . .
1,"best of all , both leads give oscar worthy performances ."
1,a couple of outstanding performances .
0,for mediocre films
1,"yeah , i 'll appreciate it ."
1,exactly the nature of this strenuous unconventional film .
1,cinematic poetry .
1,gifted !
0,for everyone who is fed up with tom green 's comedy with farrelly brothers . ''
1,great show .
0,all of a sudden sounds poetic and forced
0,on the brink of vomiting
0,with a slap !
1,unintentional fame .
1,indie !
1,elegantly .
0,a rehash of sci fi
1,mental health .
1,all of this is beautiful and painful sadness .
0,a lot of bad
1,profound and never self centered .
1,an enormous impact .
1,"hollywood created a solid formula for the success of animated films and the ice age has only improved on that , thanks to the great computer graphics , inventive action scenes , and a cartoonish sense of humor ."
0,every one of them
0,a complete '' uhhh . ''
1,the hardest thing to do is remind you how relevant his dynamics remain .
1,the fact that he could share his story so convincingly is a minor miracle .
1,dinner with an old friend .
1,her grace of moving cameras .
0,with each passing more difficult to understand her choice
0,with such uncritical characters
1,boredom never takes hold !
1,idealistic child .
1,the film 's star salma hajek and her assistant julie taymor have given frida a visual style that is unique to its character 's paintings and created an art masterpiece .
